Label,Text
0,Kings and commanders of the westerne Indies
0,Murder   bloudy monster  God forbid
0,But to be gods or angels demigods
0,Well doon Balthazar hang vp the title
1,And then to Brittany Ill cross the sea
0,Nor number nor example with him wrought
0,Since neither pietie nor pittie moues
0,Under a coronet his flowing hair
0, Ay and body too  but what of that
0,Vigor divine within them can allow
1,But thou dost in thy passages of life
0,So farewell hope and with hope farewell fear
1,Come come thoult do thy message wilt thou not
1,This fawning greyhound then did proffer me
0,From Paris next coasting the realm of France
1,Enfranchisement immediate on his kn ees
0,Had circled his full orb the birth mature
0,Happier had it sufficed him to have known
1,Say that he thrive as tis great like he will
0,But Minos in grauen leaues of lotterie
0,Not to the extent of their own sphere But say
0,To be invulnerable in those bright arms
1,Told the sad story of my fathers death
1,Save in aspect hath all offence seald up
1,than  invent or is invented on me  am not only
1,Laying down his sword
0,end   was no sooner in the middle of the pond but my horse
1,God send the wench no worse fortune But  never said so
0,Through Heavens wide champaign held his way till Morn
1,you hostess he is very sick and would to bed
0,As might affect the earth with cold and heat
1,And heaven itself doth frown upon the land
1,And yet forsooth she is a virgin pure
1,Taste of it first as thou art wont to do
1,Is to remove proud Somerset from the king
0,This second source of Men while yet but few
1,Because  will be guiltless of the meaning
1,Flourish and march Enter      and soldiers
1,Thou smiling while he knit his angry brows
1,In thy uprightness and integrity
1,To new remembrance for full well he knows
0,Thou hast achieved our liberty confined
0, Ill meet with you anon for interrupting me so
1,Shall strike his fathers crown into the hazard
1, vanity of sickness fierce extremes
0,To make them mirth used all his might and wreathed
0,Either to disenthrone the King of Heaven
0, Learned Faustus
0,Betook them and the neighboring hills uptore
1,Exeunt some with    and  
0,Into fit moulds prepared from which he formed
1,To Brecknock while my fearful head is on
1,Good fellow tell us here the circumstance
1,Ad Martem thats for myself
0,I see him but thou canst not with what faith
1, had an Edward till a Richard killd him
1,Thy scarlet robes as a childs bearingcloth
0,Was I to have never parted from thy side
0,In unity defective which requires
1,So that by this intelligence we learn
1,He is our cousin cousin but tis doubt
0,This happy trial of thy love which else
1,In right and service of their noble country
1,Thou art no Atlas for so great a weight
1,Meantime have patience
0,But that success attends him if mishap
1,Bootless are plaints and cureless are my wounds
1, see virtue in his looks If then the tree may be
1,Where be the thronging troops that followd thee
1,So many miles upon her peaceful bosom
1,For in the marches here we heard you were
1,And find me worse provided
1,To gild refined gold to paint the lily
1,How high a pitch his resolution soars
1,Kent from me she hath lost her best man and exhort
1, tomb wherein his corpse shall be interrd
1,Well Ill go with thee provide us all things
1,Or my divine soul answer it in heaven
0,But to our power hostility and hate
1,Have taken sanctuary the tender prince
0,Eternal Father from his throne beheld
1,She for an Edward weeps and so do 
1, give it you and will maintain my word
1,Have told me  being by that  should kill him
1,Consideration like an angel came
0,One man assassinlike had levied war
1,My love and fear glued many friends to thee
1,My tearstaind eyes to see her miseries
0,Into his blissful bosom reassumed
1,Widow we will consider of your suit
1,Whew  plague upon you all Give me my horse you
0,Of hill and valley rivers woods and plains
0,To wait them with his keys and now at foot
0,That I must after thee with this thy son
0,To whom then first incensed Adam replied
0,For never but once more was wither like
1,Shall be my friend again and Ill be his
1, prithee sweet wag when thou art king as God
0,With dread of death to flight or foul retreat
1,And you forsooth had the good duke to keep
1,Alarum They fight and  strikes him down
1,That if your highness should intend to sleep
1,Drinking my griefs whilst you mount up on high
0,Thick clouds and dark doth Heavens allruling Sire
0,Each howre doth wish and long to make resort
1,My father and my grandfather were kings
1,For putting on so new a fashiond robe
1,In entertainment to my princely queen
1,My staff here noble Henry is my staff
1,The gates shut on me and turnd weeping out
1,Profaning this most honourable order
1,eloquence nor  have no cunning in protestation
1,Health peace and happiness to my royal father
1,To more approved service and desert
1,And in reguerdon of that duty done
1,To gripe the general sway into your hand
0,The haunt of seals and orcs and seamews clang
0,or wheresoever the devil shall fetch thee
0,Heavens awful Monarch wherefore but in hope
1,That was expected by the Dauphin here
1,To barbarous licence as tis ever common
1,To answer matters of this consequence
1,To fight in quarrel of the house of Lancaster
0,Then with the multitude of my redeemed
1,Where is the life that late  led say they
1,My person or my lieges sovereignty
1,Let me put in your minds if you forget
1,Les ongles nous les appelons de nails
1,though they can outstrip men they have no wings to
1,This earth shall have a feeling and these stones
1,To undertake the death of all the world
1,And must be made a subject to a duke
0,Into the same illusion not as man
1,And fight against that monstrous rebel Cade
1,Convey me to my bed then to my grave
1,And gentle Harry Percy and kind cousin
0,Assure yourselfe it would content them well
1,Well tis not so my lord high constable
0,Main promontories flung which in the air
0,Powerful persuaders quickened at the scent
0,To wage by force or guile eternal war
0,Adam by dire example to beware
0,Our battels both were pitcht in squadron forme
0,  And Ile close vp the glasses of his sight
1,Then cursed she Richard  remember God
1,Others like soldiers armed in their stings
1,And my large kingdom for a little grave
0,And flattered out of all believing lies
1,Culling the principal of all the deer
0,Truth wisdom sanctitude severe and pure
0,Enter  and 
1,Or had he scaped methinks we should have heard
0,Seemed in thy world erroneous to dissent
0,To whom thus Adam cleared of doubt replied
1,We three here art that neer shall meet again
1,Which here we came to spout against your town
1,But who comes with our brother Marcus here
1,Will it give place to flexure and low bending
1,The father rashly slaughterd his own son
1, will not resalute the streets of Rome
1,Sup any women with him
0,That wash thy hallowed feet and warbling flow
1,To London all in post and as  guess
1,Should show so heinous black obscene a deed
1,Young Arthurs death is common in their mouths
1,As now our flesh is banishd from this land
0,Salue all suspititons only sooth me vp
1,And as for Clarence as my letters tell me
0,Fusil or graven in metal After these
1,And fly thou how thou canst theyll tangle thee
0,In tangles and made intricate seem straight
1,That blood should sprinkle me to make me grow
1,From these our Henry lineally descends
1,court is better than a penny in purse Use his men
1,Which God shall guard and put the worlds whole strength
1,As  had rather hide me from my greatness
1, think the duke will not be spoke withal
0,Brought in a fresh supply of halberdiers
1,And pray the Roman gods confound you both
0,Thy malice into thousands once upright
1,With much ado at length have gotten leave
0,Of that bright star to Satan paragoned
0,Perpetual smiled on earth with vernant flowers
1, whither shall we fly from this reproach
